Dec(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,Flux_imag,Flambda_imag,err_Flambda_imag,lambda_imag,err_lambda_imag,err_Flambda_prime_imag,Flux_J,Flambda_J,err_Flambda_J,lambda_J,err_lambda_J,err_Flambda_prime_J,Flux_H,Flambda_H,err_Flambda_H,lambda_H,err_lambda_H,err_Flambda_prime_H,Flux_Ks,Flambda_Ks,err_Flambda_Ks,lambda_Ks,err_lambda_Ks,err_Flambda_prime_Ks,Flux_IRAC1,Flambda_IRAC1,err_Flambda_IRAC1,lambda_IRAC1,err_lambda_IRAC1,err_Flambda_prime_IRAC1,Flux_IRAC2,Flambda_IRAC2,err_Flambda_IRAC2,lambda_IRAC2,err_lambda_IRAC2,err_Flambda_prime_IRAC2,Flux_IRAC3,Flambda_IRAC3,err_Flambda_IRAC3,lambda_IRAC3,err_lambda_IRAC3,err_Flambda_prime_IRAC3,Flux_IRAC4,Flambda_IRAC4,err_Flambda_IRAC4,lambda_IRAC4,err_lambda_IRAC4,err_Flambda_prime_IRAC4,Flux_WISE1,Flambda_WISE1,err_Flambda_WISE1,lambda_WISE1,err_lambda_WISE1,err_Flambda_prime_WISE1,Flux_WISE2,Flambda_WISE2,err_Flambda_WISE2,lambda_WISE2,err_lambda_WISE2,err_Flambda_prime_WISE2,Flux_WISE3,Flambda_WISE3,err_Flambda_WISE3,lambda_WISE3,err_lambda_WISE3,err_Flambda_prime_WISE3,Flux_WISE4,Flambda_WISE4,err_Flambda_WISE4,lambda_WISE4,err_lambda_WISE4,err_Flambda_prime_WISE4,f_scale_c,f_scale_o,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
-14.79057,LPV,C/O,0.017392588,89.99,89.99,20.060000000000002,89.99,18.34,89.99,15.362879999999997,89.99,14.73,0.08,14.0,0.05,13.51,0.06,12.88,0.07,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.207,0.012,23.753,19.836,18.706,89.99,89.99,89.99,0.75,0.12533,89.99,1.50830203521707e-05,3.61992488452097e-17,89.99,1.25,0.214914,89.99,5.27594132051719e-05,9.53483371177806e-17,89.99,1.66,0.260965,89.99,0.0001905155615268,2.609802212696e-16,89.99,2.19,0.278455,89.99,0.000360206660668,3.00172217223397e-16,7.15719795195179e-17,3.6,0.743171,0.0928737043703638,0.0004513859917422,3.00923994494848e-16,7.35379333586852e-17,4.5,1.009682,0.0949508508082495,0.0004536258973865,2.34634084855123e-16,6.191059008402521e-17,5.8,1.391189,0.101699028291126,0.0004573458017596,1.71504675659879e-16,6.54971425585654e-17,8,2.831177,0.140475713293021,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,5.1e-16,9.1e-16,1.0759999999999987,0.3512347200000002,2.2450949862076546,8.752368725439998,565416822.2355386,5.327595969147554,212616.01260692687
-14.80142,LPV,C/O,0.017411795,20.781,0.077,18.18,89.99,16.9,89.99,15.194079999999998,89.99,14.47,0.06,14.02,0.04,13.67,0.05,13.43,0.05,14.62,0.061,14.181,0.075,11.767,89.99,8.548,89.99,89.99,89.99,89.99,89.99,89.99,1.85515678707338e-05,7.42062714829354e-17,1.46859158349495e-17,0.75,0.12533,0.0784229818841062,8.52095588878772e-05,2.04502941330905e-16,89.99,1.25,0.214914,89.99,0.0001987467138655,3.59180808190664e-16,89.99,1.66,0.260965,89.99,0.0003435029373426,4.70551968962545e-16,89.99,2.19,0.278455,89.99,0.0004576692555684,3.8139104630708097e-16,8.78863754655589e-17,3.6,0.743171,0.0900591664592731,0.000443147268901,2.95431512600674e-16,7.101398875842721e-17,4.5,1.009682,0.0935525764246972,0.0003914694181561,2.0248418180490599e-16,5.26175743948886e-17,5.8,1.391189,0.100322346927969,0.0002755780970011,1.0334178637543399e-16,3.86391968181389e-17,8,2.831177,0.137954214734091,0.0004392550652636,3.91260450056688e-16,8.340680703687361e-17,3.368,0.635793,0.0839233246407041,0.0003652500595862,2.37278081151713e-16,6.40136493948878e-17,4.618,1.107319,0.10372959030666,0.0006221611839359,1.5448465086972e-16,89.99,12.082,6.275804,89.99,0.0031853862186539,4.30573968458219e-16,89.99,22.194,4.739734,89.99,6.8e-16,9.3e-16,1.0759999999999987,0.36912752000000015,2.3395240820987686,8.70422818032,506090494.43769324,5.328081148048477,212853.6726525898
-14.78475,O,C/O,0.027984469,19.978,0.06,17.29,89.99,16.54,89.99,15.932479999999996,89.99,15.36,0.03,15.38,0.05,15.11,0.06,14.53,0.08,14.856,0.076,14.923,0.088,11.039,0.136,8.118,89.99,89.99,89.99,89.99,89.99,89.99,3.88669641313696e-05,1.55467856525478e-16,2.97109438343957e-17,0.75,0.12533,0.0759506554126048,0.0001934141827641,4.64194038633882e-16,89.99,1.25,0.214914,89.99,0.0002768853364847,5.00395186418216e-16,89.99,1.66,0.260965,89.99,0.0002629846832935,3.60252990813135e-16,89.99,2.19,0.278455,89.99,0.0002016284164181,1.68023680348438e-16,3.67024859831337e-17,3.6,0.743171,0.0858028608283608,0.0001266333444933,8.442222966226421e-17,2.0630579190990702e-17,4.5,1.009682,0.0949508508082477,0.000103919689478,5.3751563523136996e-17,1.41828968187259e-17,5.8,1.391189,0.101699028291126,0.0001000563593964,3.752113477366e-17,1.44792980358929e-17,8,2.831177,0.141730993837832,0.0003534408787127,3.14822635432978e-16,6.90011389514379e-17,3.368,0.635793,0.0860659216683342,0.0001844124745371,1.19800221656891e-16,3.29430530437446e-17,4.618,1.107319,0.105504475717785,0.0012164742277299,3.0205451772801e-16,1.73329212426837e-16,12.082,6.275804,0.196958978355966,0.0047332789167476,6.39805206373029e-16,89.99,22.194,4.739734,89.99,6.8e-16,8.9e-16,1.0759999999999987,0.2626711200000005,1.8309273832104054,8.991313318239998,980196885.4964188,5.353650441226363,225761.7907313985
-14.81619,LAV,C/O,0.023952722,17.931,0.007,17.29,0.09,16.92,0.21,15.79448,0.27,14.0,0.04,13.3,0.05,12.79,0.05,12.38,0.04,14.69,0.072,13.939,0.062,12.241,89.99,8.776,89.99,17.938,0.003,18.002,17.833,17.761,0.0002560829237247,1.0243316948989401e-15,1.74040783841295e-16,0.75,0.12533,0.0681512157901985,0.0001934141827641,4.64194038633882e-16,9.65204234859895e-17,1.25,0.214914,0.0820421989281108,0.0001951191775194,3.52625019613439e-16,8.505591625199941e-17,1.66,0.260965,0.0938445070753851,0.000288356971151,3.95009549521973e-16,9.288586427629141e-17,2.19,0.278455,0.0917191407717031,0.000705588898611,5.879907488425349e-16,1.30790538872607e-16,3.6,0.743171,0.0872262692898858,0.0008600982759037,5.7339885060252e-16,1.40123643295173e-16,4.5,1.009682,0.0949508508082495,0.0008804360979479,4.55397981697213e-16,1.18339798040731e-16,5.8,1.391189,0.100322346927969,0.0007248442478095,2.71816592928594e-16,1.00544176251582e-16,8,2.831177,0.136687954220367,0.0004118288605409,3.66830932785872e-16,7.98131095010288e-17,3.368,0.635793,0.0854955952301584,0.0004564469352952,2.96522478537432e-16,7.84548779552967e-17,4.618,1.107319,0.101947421473771,0.0004020711502773,9.983557778779551e-17,89.99,12.082,6.275804,89.99,0.0025820348327337,3.49017955222193e-16,89.99,22.194,4.739734,89.99,1.5e-15,3.1e-15,1.0759999999999987,0.28764911999999976,1.9393184089019255,8.92392267424,839310534.6940984,5.346095570930908,221868.4610263521
-14.793209,C,C,0.029100192,89.99,89.99,17.71,89.99,17.14,89.99,16.81,89.99,16.46,0.05,16.51,0.06,16.42,0.13,15.69,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,0.000131367615533,3.15282277279374e-16,89.99,1.25,0.214914,89.99,0.0001593308806763,2.87947374716313e-16,89.99,1.66,0.260965,89.99,0.0001258723832442,1.72427922252397e-16,89.99,2.19,0.278455,89.99,7.32068532194689e-05,6.10057110162241e-17,1.38139129041129e-17,3.6,0.743171,0.0886450277393358,4.47247660095345e-05,2.9816510673023e-17,7.405639396010149e-18,4.5,1.009682,0.0963446376879311,3.10955211872517e-05,1.6083890269268102e-17,4.69424698707312e-18,5.8,1.391189,0.111215509297285,3.43751575085686e-05,1.28906840657132e-17,4.9744779202420494e-18,8,2.831177,0.141730993837829,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,4.1e-16,89.99,0.9000000000000021,0.11812000000000022,1.3125625233464802,9.38377976,2419801602.497572,5.027185625926128,106459.79509074743
-14.807403,C,C,0.026874613,20.286,0.023,17.224,89.99,16.327,89.99,15.231679999999999,89.99,14.97,0.04,15.02,0.03,14.72,0.07,13.48,0.08,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.9267162543462e-05,1.17068650173848e-16,2.06399834833172e-17,0.75,0.12533,0.0705205583718556,0.0002055361972216,4.93286873331849e-16,89.99,1.25,0.214914,89.99,0.0003368991821052,6.08853943563793e-16,89.99,1.66,0.260965,89.99,0.0004269042271234,5.848003111280101e-16,89.99,2.19,0.278455,89.99,0.0002887697781437,2.40641481786438e-16,5.35274222254467e-17,3.6,0.743171,0.087226269289884,0.0001764201053606,1.17613403573794e-16,2.7800724520040104e-17,4.5,1.009682,0.0921497855475444,0.0001488325217667,7.69823388448699e-17,2.0620502555803902e-17,5.8,1.391189,0.103071359462412,0.000263175039506,9.86906398147503e-17,3.80844341689227e-17,8,2.831177,0.141730993837829,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,8.1e-16,89.99,1.0759999999999987,0.36514192,2.3181520586052904,8.71484709984,518617419.41577494,5.3276476480912685,212641.3143898828
-14.783867,C,C,0.024086614,20.232,0.023,17.69,89.99,17.08,89.99,16.65,89.99,16.26,0.04,16.31,0.04,16.36,0.08,15.61,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.07595954655693e-05,1.23038381862277e-16,2.16924869781985e-17,0.75,0.12533,0.0705205583718556,0.0001338099218511,3.2114381244286003e-16,89.99,1.25,0.214914,89.99,0.0001683836644572,3.04307827332306e-16,89.99,1.66,0.260965,89.99,0.0001458580674687,1.99805571874955e-16,89.99,2.19,0.278455,89.99,8.80139959960247e-05,7.334499666335391e-17,1.63145962008641e-17,3.6,0.743171,0.0872262692898822,5.37709955198493e-05,3.58473303465662e-17,8.616758218652089e-18,4.5,1.009682,0.0935525764246989,3.28622912488119e-05,1.69977368528337e-17,4.6210076714556696e-18,5.8,1.391189,0.104439367847696,3.70036612710205e-05,1.38763729766327e-17,5.24384145329719e-18,8,2.831177,0.139216793977532,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.7e-16,89.99,1.0400000000000027,0.1554000000000002,1.4302106247365651,9.280730799999999,1908669791.5697396,5.148230832219246,140679.505225434
-14.7733,LAV,C/O,0.028734135,20.482,0.066,17.8,0.37,16.56,0.32,14.91068,0.27,14.13,0.04,13.91,0.06,13.65,0.03,13.32,0.02,14.768,0.06,14.781,0.105,12.563,89.99,8.845,89.99,89.99,89.99,89.99,89.99,89.99,2.44332151669987e-05,9.773286066799471e-17,1.89119600916614e-17,0.75,0.12533,0.0768248492233443,0.0001209172654596,2.90201437103164e-16,9.28444940141399e-17,1.25,0.214914,0.120551294661109,0.0002718316095462,4.91261944963186e-16,1.4011175393560002e-16,1.66,0.260965,0.108973363231021,0.0004570150005759,6.260479459945069e-16,1.47214173967361e-16,2.19,0.278455,0.0917191407717048,0.00062596743343,5.216395278583569e-16,1.16031612878518e-16,3.6,0.743171,0.087226269289884,0.0004903973075706,3.26931538380403e-16,8.12012212622413e-17,4.5,1.009682,0.0963446376879311,0.0003987473780204,2.06248643803661e-16,5.19458189885011e-17,5.8,1.391189,0.0975558226919659,0.0003049612764847,1.14360478681794e-16,4.13867284485651e-17,8,2.831177,0.134144303074397,0.000383280547531,3.41401912883949e-16,7.26416703742458e-17,3.368,0.635793,0.0837801082962937,0.0002101794714006,1.36539284149422e-16,3.8474481806310004e-17,4.618,1.107319,0.107814588482805,0.0002988841690104,7.42139138413633e-17,89.99,12.082,6.275804,89.99,0.0024230484423946,3.27527499647826e-16,89.99,22.194,4.739734,89.99,8.7e-16,1.8e-15,1.0759999999999987,0.41480768,2.5990083811857825,8.59646868288,394883223.1612914,5.352752778239476,225295.6353586262
-14.82114,LAV,C/O,0.023115633,89.99,89.99,19.79,0.74,18.4,0.44,15.934679999999998,0.21,14.64,0.06,14.0,0.06,13.51,0.03,13.23,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,1.93414182764118e-05,4.6419403863388205e-17,2.17210873530799e-17,1.25,0.214914,0.166705701247253,4.99229173865868e-05,9.02221398552774e-17,3.0062723558705e-17,1.66,0.260965,0.12489785606213,0.000139293373044,1.90812839786355e-16,4.0289826168861703e-17,2.19,0.278455,0.0831973604392164,0.0003913377459473,3.26114788289446e-16,7.51487141766846e-17,3.6,0.743171,0.0900591664592731,0.0004513859917422,3.00923994494848e-16,7.47416293366646e-17,4.5,1.009682,0.0963446376879311,0.0004536258973865,2.34634084855123e-16,5.90949810657637e-17,5.8,1.391189,0.0975558226919642,0.000331317744984,1.24244154369015e-16,4.5957555499154704e-17,8,2.831177,0.136687954220367,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6e-16,9e-16,1.0759999999999987,0.26227292,1.829249394712283,8.992387661839999,982624666.3970687,5.353703966425442,225789.61675723677
-14.797331,C,C,0.022236443,20.015,0.02,17.470000000000002,89.99,16.91,89.99,16.374679999999998,89.99,15.98,0.05,16.19,0.04,16.05,0.12,15.51,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.75647600914176e-05,1.5025904036567001e-16,2.63113596949646e-17,0.75,0.12533,0.0700772901330158,0.0001638657979213,3.93277915011262e-16,89.99,1.25,0.214914,89.99,0.0001969245930404,3.55887818747712e-16,89.99,1.66,0.260965,89.99,0.0001870382606422,2.5621679540033003e-16,89.99,2.19,0.278455,89.99,0.0001139073476074,9.49227896728758e-17,2.14939737167855e-17,3.6,0.743171,0.0886450277393376,6.00548486926926e-05,4.00365657951284e-17,9.62374056942358e-18,4.5,1.009682,0.0935525764246989,4.37217805768645e-05,2.26147140914817e-17,6.5098754974625495e-18,5.8,1.391189,0.109868712677809,4.0573707761142e-05,1.52151404104283e-17,6.05406062578073e-18,8,2.831177,0.145475211689508,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,4.7e-16,89.99,1.0759999999999987,0.21945668000000018,1.6575119951191033,9.107905877359999,1282052699.1765227,5.332084697258799,214824.93905595128
-14.77473,O,C/O,0.027680556,19.666,0.214,16.240000000000002,89.99,15.58,89.99,15.02048,89.99,14.34,0.04,14.19,0.06,14.03,0.04,13.49,0.03,14.788,0.056,14.733,0.091,12.552,89.99,8.405,89.99,89.99,89.99,89.99,89.99,89.99,5.18060666027142e-05,2.0722426641085699e-16,5.2366953617132997e-17,0.75,0.12533,0.0978493886621337,0.000508731134103,1.2209547218473501e-15,89.99,1.25,0.214914,89.99,0.0006703474422448,1.21147128116546e-15,89.99,1.66,0.260965,89.99,0.0006308563154825,8.64186733537773e-16,89.99,2.19,0.278455,89.99,0.0005158836206465,4.29903017205459e-16,9.56260747196202e-17,3.6,0.743171,0.087226269289884,0.000378920478543,2.5261365236200797e-16,6.274260715539421e-17,4.5,1.009682,0.0963446376879311,0.0002809945135598,1.45341989772314e-16,3.7187226562108e-17,5.8,1.391189,0.0989412877056193,0.0002607622362409,9.77858385903608e-17,3.57795572059271e-17,8,2.831177,0.135417990906797,0.0003762848891381,3.3517062571690497e-16,7.077953746630451e-17,3.368,0.635793,0.0832067701694808,0.0002196798864729,1.42711056608679e-16,3.9414401926312997e-17,4.618,1.107319,0.105913036602391,0.0003019276678113,7.49696245186354e-17,89.99,12.082,6.275804,89.99,0.0036338090047468,4.91188024431854e-16,89.99,22.194,4.739734,89.99,1.47e-15,2.1e-15,1.0759999999999987,0.38752911999999995,2.4407827201558594,8.66081880592,457950783.0130188,5.337058324761922,217299.29872884514
-14.81764,S,C/O,0.029052948,20.558,0.041,17.970000000000002,0.07,17.25,0.1,16.529679999999995,0.05,15.92,0.03,15.68,0.05,15.7,0.06,14.84,0.05,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.27814110161936e-05,9.11256440647744e-17,1.67221631901799e-17,0.75,0.12533,0.0731707086431275,0.0001033923287075,2.48141588898214e-16,4.96112456383266e-17,1.25,0.214914,0.0791563457835149,0.0001439792664709,2.60203493622115e-16,5.13141666804841e-17,1.66,0.260965,0.0781695490387193,0.0001485697714018,2.0352023479705699e-16,2.99476772897377e-17,2.19,0.278455,0.0596196044098516,0.0001203792793796,1.00316066149701e-16,2.19126792372795e-17,3.6,0.743171,0.0858028608283608,9.60612153836357e-05,6.40408102557572e-17,1.56498947341492e-17,4.5,1.009682,0.0949508508082495,6.03528579287239e-05,3.1216995480374504e-17,8.2369218096922e-18,5.8,1.391189,0.101699028291126,7.52046504144677e-05,2.82017439054254e-17,1.0544550966224801e-17,8,2.831177,0.137954214734091,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.7e-16,6.8e-16,1.0759999999999987,0.1834345600000009,1.5255785015364065,9.205093557119996,1603590804.194051,5.249892740545738,177784.02754531606
-14.767653,C,C,0.034321009,19.51,0.025,16.76,89.99,16.04,89.99,15.499079999999998,89.99,15.07,0.05,15.17,0.04,15.16,0.04,15.03,0.09,15.124,0.07,16.099,0.284,12.506,89.99,8.891,89.99,22.305,0.053,23.036,21.457,20.745,5.98109388471386e-05,2.39243755388554e-16,4.23716640376822e-17,0.75,0.12533,0.0708158193818829,0.0003151289606338,7.56309505521192e-16,89.99,1.25,0.214914,89.99,0.0004388336848869,7.93072924494538e-16,89.99,1.66,0.260965,89.99,0.0004017264760357,5.50310241144897e-16,89.99,2.19,0.278455,89.99,0.0002633611677454,2.194676397879e-16,4.9695459831539404e-17,3.6,0.743171,0.0886450277393358,0.0001536554883053,1.02436992203585e-16,2.46231668001685e-17,4.5,1.009682,0.0935525764246972,9.92425329932016e-05,5.1332344651656e-17,1.3133902552977e-17,5.8,1.391189,0.0989412877056211,6.31312948231251e-05,2.36742355586719e-17,9.230516380898949e-18,8,2.831177,0.142982656586298,0.000276132025298,2.45960830134816e-16,5.33180713179747e-17,3.368,0.635793,0.0852101509023235,6.24295630758246e-05,4.05562341332771e-17,1.43318933998413e-17,4.618,1.107319,0.131420793812318,0.0003149944576284,7.8214151041651e-17,89.99,12.082,6.275804,89.99,0.0023225340874703,3.1394080663292e-16,89.99,22.194,4.739734,89.99,9.7e-16,89.99,1.0759999999999987,0.34111652000000015,2.1933933377375516,8.779667629039999,602098616.1561452,5.328603031740303,213109.60874248843
-14.815343,C,C,0.032561812,20.113,0.039,17.228,89.99,16.335,89.99,15.4551,89.99,14.97,0.03,15.11,0.03,15.03,0.05,14.73,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.43226348147017e-05,1.3729053925880699e-16,2.50838967928458e-17,0.75,0.12533,0.0728770448437839,0.000204780367033,4.91472880879421e-16,89.99,1.25,0.214914,89.99,0.0003344259401444,6.04384229176757e-16,89.99,1.66,0.260965,89.99,0.0003673926428064,5.032775928855001e-16,89.99,2.19,0.278455,89.99,0.0002887697781437,2.40641481786438e-16,5.2564856298300904e-17,3.6,0.743171,0.0858028608283608,0.0001623858104278,1.08257206951932e-16,2.5589164978898802e-17,4.5,1.009682,0.0921497855475444,0.0001118659307343,5.78616883108713e-17,1.5035948300616202e-17,5.8,1.391189,0.100322346927967,8.32232548143757e-05,3.1208720555390903e-17,1.1544016008367501e-17,8,2.831177,0.136687954220367,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,7.7e-16,89.99,1.0759999999999987,0.34145939999999986,2.1951257283180303,8.7787425388,600817451.4864095,5.3285540762787,213085.58750412083
-14.80796,RSG,C/O,0.011856079,89.99,89.99,14.540000000000001,89.99,13.94,89.99,13.59,89.99,13.4,0.05,13.25,0.04,12.98,0.04,12.62,0.05,13.411,0.037,13.444,0.046,12.415,89.99,8.746,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,0.0024349402968314,5.843856712395561e-15,89.99,1.25,0.214914,89.99,0.0030359873428729,5.4867241136257706e-15,89.99,1.66,0.260965,89.99,0.0024430393101771,3.3466291920234304e-15,89.99,2.19,0.278455,89.99,0.0012261729727626,1.0218108106355201e-15,2.31375150087936e-16,3.6,0.743171,0.0886450277393358,0.0009006334588282,6.00422305885472e-16,1.44325777927735e-16,4.5,1.009682,0.0935525764246972,0.0007390908749145,3.82288383576503e-16,9.781237173367431e-17,5.8,1.391189,0.0989412877056193,0.0005810917328416,2.17909399815632e-16,8.14756981015405e-17,8,2.831177,0.137954214734091,0.0013375707968473,1.1914229188070301e-15,2.42543496198665e-16,3.368,0.635793,0.0804730296705714,0.0007200958291415,4.67797203859835e-16,1.2077739752046e-16,4.618,1.107319,0.0997438955666947,0.0003425333897341,8.505215768931699e-17,89.99,12.082,6.275804,89.99,0.0026543738903805,3.5879614630719004e-16,89.99,22.194,4.739734,89.99,3e-15,4.1e-15,0.9500000000000011,0.9303599999999994,8.518438650959105,7.525716640000002,33551863.015429027,3.797413084037396,6272.1015897540165
-14.77645,LPV,C/O,0.037181054,20.756,0.049,18.86,89.99,17.3,89.99,14.85288,89.99,13.54,0.05,12.96,0.05,12.59,0.04,11.99,0.05,14.449,0.054,13.622,0.054,11.923,89.99,8.484,89.99,89.99,89.99,89.99,89.99,89.99,1.89836893979427e-05,7.59347575917709e-17,1.41775254741009e-17,0.75,0.12533,0.0743433821463313,4.55499932613967e-05,1.09319983827352e-16,89.99,1.25,0.214914,89.99,0.0001374991320205,2.48492407265995e-16,89.99,1.66,0.260965,89.99,0.00036301991865,4.972875597945779e-16,89.99,2.19,0.278455,89.99,0.0010778336525878,8.98194710489844e-16,2.0338396676242098e-16,3.6,0.743171,0.0886450277393376,0.0011763812047988,7.842541365325949e-16,1.91651146082319e-16,4.5,1.009682,0.0949508508082477,0.0010585170075161,5.47508796991111e-16,1.40085695196214e-16,5.8,1.391189,0.0989412877056193,0.0010381131605709,3.89292435214095e-16,1.45555322310799e-16,8,2.831177,0.137954214734092,0.0005141818923281,4.58000497916961e-16,9.63516915662053e-17,3.368,0.635793,0.082919817019306,0.0006112097809346,3.97061356172368e-16,1.03785183555651e-16,4.618,1.107319,0.100847056051579,0.0005388934591879,1.33809003274602e-16,89.99,12.082,6.275804,89.99,0.0033787969757244,4.56717623104136e-16,89.99,22.194,4.739734,89.99,1.22e-15,2.3e-15,1.0759999999999987,0.4277548799999997,2.6776566029964384,8.56592623808,368066454.78674483,5.360153125593923,229167.552008706
-14.83054,LPV,C/O,0.029568717,19.187,0.018,17.5,89.99,16.76,89.99,15.797479999999998,89.99,14.94,0.07,14.69,0.05,14.74,0.08,14.17,0.05,15.187,0.103,15.384,0.148,12.409,89.99,8.822,89.99,20.169,0.007,20.929,19.612,19.027,8.0534250187643e-05,3.22137000750572e-16,5.61506268108297e-17,0.75,0.12533,0.0697815264255208,0.0001594,3.8256e-16,89.99,1.25,0.214914,89.99,0.0002260996846611,4.0861388794181e-16,89.99,1.66,0.260965,89.99,0.0002728540818419,3.73772714852053e-16,89.99,2.19,0.278455,89.99,0.0002968600383381,2.47383365281764e-16,5.79956628278376e-17,3.6,0.743171,0.0914687154373954,0.0002390826589106,1.59388439273776e-16,3.89503550394364e-17,4.5,1.009682,0.0949508508082495,0.0001461160220989,7.55772528098184e-17,2.0546444979438102e-17,5.8,1.391189,0.104439367847696,0.000139394197771,5.22728241641519e-17,1.9544658670606902e-17,8,2.831177,0.137954214734091,0.0002605654193293,2.32095088476242e-16,5.33759852781118e-17,3.368,0.635793,0.0898961584212614,0.0001206119379077,7.83533594030119e-17,2.34263412198336e-17,4.618,1.107319,0.113603547500542,0.000344431539149,8.55234743790126e-17,89.99,12.082,6.275804,89.99,0.0024749253086056,3.34539782185142e-16,89.99,22.194,4.739734,89.99,6.7e-16,7.2e-16,1.0759999999999987,0.28710612,1.9368951871064126,8.925387688239999,842146577.9517672,5.3463138067511204,221979.9793974619
-14.830748,C,C,0.029242037,19.897,0.029,17.19,89.99,16.6,89.99,16.24,89.99,15.83,0.04,15.82,0.05,15.89,0.09,15.85,0.16,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,4.18774876814031e-05,1.67509950725612e-16,2.99351449276717e-17,0.75,0.12533,0.0714057398718069,0.0002120744342257,5.08978642141698e-16,89.99,1.25,0.214914,89.99,0.0002619991948191,4.73492520757478e-16,89.99,1.66,0.260965,89.99,0.0002127798287995,2.9147921753365497e-16,89.99,2.19,0.278455,89.99,0.0001307831336705,1.08985944725499e-16,2.42424399843841e-17,3.6,0.743171,0.087226269289884,8.44399713163571e-05,5.62933142109048e-17,1.37566098573503e-17,4.5,1.009682,0.0949508508082495,5.06638093032536e-05,2.6205418605131202e-17,7.22903129458711e-18,5.8,1.391189,0.105803080594679,2.96650235060054e-05,1.1124383814752e-17,4.6488480135814e-18,8,2.831177,0.151644721915041,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,5.7e-16,89.99,0.9500000000000028,0.23279000000000016,1.7091886492581827,9.071932579999999,1180137416.5593913,5.346082599809725,221861.83455551707
